title,area,property_type,price_annual,bedrooms,bathrooms,toilets,has_pool,has_gym,has_parking,has_bq,has_elevator,is_newly_built,is_furnished,is_serviced,has_security,has_generator,has_ac,has_wifi,has_water
3 bedroom terraced duplex for rent,Orchid Road Lekki,Duplex,6500000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Old Ikoyi Ikoyi,Duplex,80000000.0,4.0,4.0,5.0,1,1,0,1,0,0,0,0,0,1,0,0,0
4 bedroom semi-detached duplex for rent,Ajah,Duplex,6500000.0,4.0,4.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0
18 bedroom flat / apartment for rent,Allen Ikeja,Apartment,48000000.0,8.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom detached bungalow for rent,Napier Garden Estate Lekki,Duplex,7500000.0,4.0,4.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Alpha Beach Road Lekki,Apartment,3000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Oworonshoki Kosofe,Apartment,1500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Ogombo Road Ajah,Apartment,3000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Opebi Ikeja,Duplex,12000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Shogunle Oshodi,Apartment,2500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Chevy View Estate Lekki,Duplex,14000000.0,4.0,4.0,5.0,0,0,0,1,0,0,1,1,1,0,0,0,0
3 bedroom flat / apartment for rent,Old Ikoyi Ikoyi,Apartment,24999999.0,3.0,3.0,4.0,0,0,0,1,0,0,1,1,0,0,0,0,0
3 bedroom terraced duplex for rent,Chisco Bustop Lekki,Duplex,9000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Idiroko Ikorodu,Apartment,800000.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom house for rent,Igbo Efon Lekki,Apartment,6000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom house for rent,Ikate Lekki,Apartment,6000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Orchid Road Lekki,Duplex,17000000.0,4.0,4.0,5.0,0,0,0,0,0,0,1,1,0,0,0,0,0
2 bedroom house for rent,Sangotedo Ajah,Apartment,6000000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Osapa London Lekki,Duplex,12000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0
4 bedroom detached duplex for rent,Shonibare Estate Ikeja,Duplex,36000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Old Ikoyi Lagos Ikoyi,Apartment,35000000.0,3.0,3.0,4.0,1,1,0,1,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Off Admiralty Road Dowen Road Lekki,Duplex,35000000.0,4.0,5.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Ikate Elegushi Lekki,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom terraced duplex for rent,Olowora Magodo,Duplex,4500000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Agric Ikorodu,Duplex,3000000.0,4.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Chevron By Toll Gate Lekki,Apartment,3500000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0
9 bedroom terraced duplex for rent,Adeniyi Jones Ikeja,Duplex,45000000.0,8.0,8.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0
8 bedroom detached duplex for rent,Sanusi Fafunwa Street Victoria Island (Vi),Duplex,200000000.0,8.0,8.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom house for rent,General Paint Ajah,Apartment,9000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,0,1,1,0,0
4 bedroom terraced duplex for rent,Oregun Ikeja,Duplex,18000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
5 bedroom terraced duplex for rent,Lakowe Ibeju Lekki,Duplex,8000000.0,5.0,5.0,6.0,0,1,0,0,0,1,0,1,0,0,0,0,0
4 bedroom detached duplex for rent,Lekki Phase 1 Lekki,Duplex,23000000.0,4.0,4.0,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0
4 bedroom house for rent,Seagate Estate Lekki,Apartment,14000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom detached duplex for rent,Lekki Phase 2 Lekki,Duplex,23000000.0,4.0,4.0,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0
5 bedroom house for rent,Banana Island Ikoyi,Apartment,130000000.0,5.0,5.0,6.0,1,1,0,1,1,1,0,1,1,0,0,0,0
4 bedroom flat / apartment for rent,Ilaje Ajah,Apartment,7000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Oniru Victoria Island (Vi),Duplex,18000000.0,4.0,4.0,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0
3 bedroom house for rent,Oniru Victoria Island (Vi),Apartment,18000000.0,3.0,3.0,4.0,0,0,0,1,1,0,0,1,1,1,1,0,0
Self contain (single rooms) for rent,Chevy View Estate Lekki,Apartment,1400000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Jide Agbalaya Street Lekki,Apartment,1700000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Chevron Area Lekki,Apartment,5000000.0,1.0,1.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Igbo Efon Lekki,Apartment,8000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Lekki Conservation Lekki,Duplex,10000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom house for rent,Ikate Lekki,Apartment,13000000.0,3.0,3.0,4.0,1,0,0,1,1,0,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Ologolo Lekki,Apartment,30000000.0,2.0,2.0,3.0,1,0,1,0,0,0,0,0,1,0,1,1,0
2 bedroom flat / apartment for rent,Awoyaya Ajah,Apartment,2500000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
5 bedroom detached duplex for rent,Olokonla Ajah,Duplex,8000000.0,5.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom house for rent,Lekki Palm City Estate Ajah,Apartment,8000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3 bedroom flat / apartment for rent,Ikate Elegushi Lekki,Apartment,13000000.0,3.0,3.0,4.0,1,0,1,1,1,0,0,1,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Ikoya Villa Estate Lekki,Duplex,12000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Chevron Drive Lekki,Apartment,10000000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 bedroom semi-detached duplex for rent,Allen Ikeja,Duplex,15000000.0,3.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom house for rent,Ikoyi,Apartment,35000000.0,4.0,4.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0
30 bedroom house for rent,Ikate Lekki,Apartment,150000000.0,8.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Ikota Lekki,Duplex,7000000.0,4.0,4.0,5.0,0,0,1,0,0,0,0,1,1,0,0,0,0
4 bedroom house for rent,County Lekki,Apartment,10000000.0,4.0,4.0,5.0,0,0,1,0,0,0,0,0,1,0,0,1,0
3 bedroom flat / apartment for rent,Abraham Adesanya Estate Ajah,Apartment,3500000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom terraced duplex for rent,Pepperoni Atlantic Nominees Ajah,Duplex,5000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Ado Ajah,Apartment,2600000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Pepperoni Ajah,Duplex,7000000.0,4.0,4.0,5.0,1,1,0,0,0,0,0,1,0,0,0,0,0
4 bedroom detached duplex for rent,Olokonla Ajah,Duplex,8500000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Off Freedom Way Lekki,Duplex,25000000.0,4.0,4.0,5.0,0,0,0,1,0,1,0,1,0,0,0,0,1
4 bedroom flat / apartment for rent,Lekki Conservative Lekki,Apartment,2500000.0,4.0,4.0,5.0,0,0,0,0,0,0,1,1,1,0,0,1,0
3 bedroom flat / apartment for rent,Thomas Estate Ajah,Apartment,3000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
5 bedroom semi-detached duplex for rent,Lekki Phase 2 Lekki,Duplex,15000000.0,5.0,5.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Orchid Road Eleganza Bustop Lekki,Duplex,12000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom house for rent,Ilasan Lekki,Apartment,14000000.0,2.0,2.0,3.0,0,0,1,0,0,0,0,1,1,0,0,1,1
2 bedroom house for rent,Ikate Lekki,Apartment,20000000.0,2.0,2.0,3.0,1,1,0,0,1,0,1,1,1,0,0,0,0
1 bedroom flat / apartment for rent,Orchid Road Before Roundabout Lekki,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Ikeja Gra Ikeja,Duplex,45000000.0,4.0,5.0,6.0,0,0,0,1,0,0,0,1,0,0,0,0,0
5 bedroom terraced duplex for rent,Agungi Lekki,Duplex,7000000.0,5.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom semi-detached duplex for rent,Lekki,Duplex,20000000.0,3.0,3.0,4.0,0,0,0,0,0,1,1,0,1,1,0,1,0
3 bedroom terraced duplex for rent,Ologolo Lekki,Duplex,14000000.0,3.0,3.0,4.0,1,1,0,1,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Eleganza Gardens Opposite Vgc Lekki,Apartment,1250000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Osborne Ikoyi,Apartment,3500000.0,1.0,1.0,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0
11 bedroom house for rent,Adeniyi Jones Ikeja,Apartment,45000000.0,8.0,8.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Adeniyi Jones Ikeja,Duplex,45000000.0,4.0,4.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 bedroom semi-detached duplex for rent,Ajao Estate Ikeja,Duplex,50000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Victoria Nest Estate Chevron Lekki,Apartment,2000000.0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0
2 bedroom terraced duplex for rent,Ogombo Road Ajah,Duplex,8000000.0,2.0,2.0,3.0,1,1,0,0,0,0,1,1,1,1,0,0,1
1 bedroom mini flat (room and parlour) for rent,Lawrence Surulere,Apartment,2300000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Mobile Road Ajah,Apartment,4500000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Mobile Road Ajah,Apartment,3500000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Oral Estate Lekki,Apartment,4000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3 bedroom flat / apartment for rent,Ikoyi,Apartment,35000005.0,3.0,3.0,4.0,1,1,0,1,0,0,0,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Victoria Island (Vi),Duplex,50000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Ikate Elegushi Lekki,Duplex,17000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Chevron Lekki,Apartment,10800000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,New Road Lekki,Apartment,12000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Conservation Lekki,Apartment,6500000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Spg Road By Igbo Efon Bus Stop Lekki,Duplex,10000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,1,0,0,0,0
Self contain (single rooms) for rent,Chevy View Estate Lekki,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,By Chevron Lekki,Apartment,1700000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom detached duplex for rent,By Chevron Lekki,Duplex,10000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,1,0,0,0,0
4 bedroom house for rent,Agungi Lekki,Apartment,9000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Lekki Palm City Ajah,Duplex,6000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1 bedroom mini flat (room and parlour) for rent,Yaba,Apartment,1000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom terraced duplex for rent,Ologolo Lekki,Duplex,9000000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Ayodele Fanioke Road Magodo,Apartment,4000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom house for rent,Sangotedo Ajah,Apartment,5500000.0,3.0,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Old Ikoyi Victoria Island (Vi),Duplex,50000000.0,4.0,4.0,4.0,1,1,0,1,0,0,1,1,1,1,0,1,0
4 bedroom terraced duplex for rent,Brooks Estate Magodo,Duplex,12000000.0,4.0,5.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0
7 bedroom detached duplex for rent,Ikeja Gra Ikeja,Duplex,75000000.0,7.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Abijo Ibeju Lekki,Apartment,2500000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Lekki Phase 1 Lekki,Apartment,200000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom flat / apartment for rent,Lekki,Apartment,13000000.0,4.0,4.0,5.0,0,1,1,1,0,0,1,0,0,0,0,1,0
1 bedroom house for rent,Oral Estate Lekki,Apartment,3500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Chevron Conservation Drive Lekki,Apartment,14400000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Lekki,Apartment,10800000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Oral Estate Lekki,Apartment,12000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Lekki,Apartment,8400000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Lekki,Duplex,12000000.0,4.0,4.0,5.0,1,0,1,1,0,0,0,1,1,0,0,1,0
4 bedroom flat / apartment for rent,Ikota Lekki,Apartment,6000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Orchid Lekki,Duplex,14000000.0,4.0,4.0,5.0,0,0,0,0,0,0,1,0,0,0,1,0,0
3 bedroom flat / apartment for rent,Oniru Estate Victoria Island (Vi),Apartment,25000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0
4 bedroom detached duplex for rent,Mafoluku Oshodi,Duplex,4000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Chevron Lekki,Duplex,25000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Abraham Adesanya Ajah,Duplex,5500000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Igbogbo Estate Ikorodu,Apartment,800000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom house for rent,Onosa Ibeju Lekki,Apartment,1100000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Tiramiyu Savage Victoria Island (Vi),Apartment,25000000.0,2.0,2.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Lekki Phase 1 Lekki,Duplex,9000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Chevy View Estate Lekki,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0
Self contain (single rooms) for rent,Chevy View Estates Lekki,Apartment,2600000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0
4 bedroom detached duplex for rent,Chevron Conservation Area Lekki,Duplex,9000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,1,0,0,0,0
3 bedroom terraced duplex for rent,Victoria Crest 3 Estate Lekki,Duplex,7500000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,1,0,0,0,0
2 bedroom terraced bungalow for rent,Orchid Road By Chevron Toll Gate Lekki,Duplex,4500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Royal Garden Estate Ajah,Duplex,9000000.0,4.0,5.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Badore Ajah,Apartment,1300000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0
4 bedroom house for rent,Estate Around Abraham Adesanya Ajah,Apartment,8000000.0,4.0,4.0,3.0,0,0,0,0,0,0,0,1,1,0,0,0,1
3 bedroom terraced duplex for rent,Orchid Lekki,Duplex,8000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,1,1,0,0,0,0
4 bedroom house for rent,Opposite Chevron Lekki,Apartment,12000000.0,4.0,4.0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Ikota Lekki,Apartment,8000000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,1,0,1,1,0,0
2 bedroom house for rent,Oribanwa Ibeju Lekki,Apartment,2000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Sangotedo Ajah,Duplex,7500000.0,4.0,4.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0
3 bedroom semi-detached duplex for rent,Lekki Gardens Estate Phase 3 Ajah,Duplex,6000000.0,3.0,3.0,4.0,1,0,0,1,0,0,0,1,0,0,0,0,0
3 bedroom semi-detached duplex for rent,Ajah,Duplex,6000000.0,3.0,3.0,4.0,1,0,0,1,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Dediolu Estate Victoria Island (Vi),Apartment,30000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Abraham Adesanya Ajah,Apartment,4000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Off Diya Road Sawmill Gbagada,Apartment,5000000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Lekki Phase 2 Lekki,Apartment,15000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom house for rent,Megida Ayobo,Apartment,1500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 bedroom detached duplex for rent,Adeniyi Jones Ikeja,Duplex,15000000.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached bungalow for rent,Ikota Lekki,Duplex,13000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom detached duplex for rent,Sangotedo Ajah,Duplex,8000000.0,3.0,3.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
5 bedroom detached duplex for rent,Awoyaya Ibeju Lekki,Duplex,7000000.0,5.0,5.0,6.0,0,0,0,0,0,1,0,0,1,0,0,0,0
2 bedroom flat / apartment for rent,Osapa Lekki,Apartment,9000000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Off Ajose Victoria Island (Vi),Apartment,30000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom house for rent,Surulere,Apartment,7500000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Off 2Nd Avenue Estate Ikoyi,Apartment,59900000.0,3.0,3.0,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Adeniyi Jones Ikeja,Duplex,23000000.0,4.0,4.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Chevy View Estate Lekki,Apartment,1700000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom house for rent,Eko Atlantic City,Apartment,30000000.0,3.0,3.0,4.0,1,1,1,0,1,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Alaka Surulere,Duplex,30000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Lekki Phase 2 Lekki,Apartment,4300000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Chevron Toll Gate Lekki,Apartment,5500000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Harmony Estate Lamgbasa Ajah,Apartment,3000000.0,2.0,2.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Northern Foreshore Estate Chevron Lekki,Apartment,2500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0
4 bedroom detached duplex for rent,Bera Estate Off Chevron Drive Lekki,Duplex,11000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
4 bedroom detached duplex for rent,Bera Estate Chevron Drive Lekki,Duplex,11000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
7 bedroom semi-detached duplex for rent,Victoria Island (Vi),Duplex,120000000.0,7.0,7.0,8.0,0,0,1,1,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Chevron Lekki Lekki,Duplex,12000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom detached duplex for rent,Lekki Phase 1 Lekki,Duplex,12000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
4 bedroom flat / apartment for rent,Sangotedo Ajah,Apartment,6000000.0,4.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Royal Pine Gate2 Lekki,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Oribanwa Ibeju Lekki,Apartment,3500000.0,2.0,2.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Lekki Phase 1 Lekki,Apartment,4000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Off Orchid Road Lekki,Apartment,5000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 bedroom flat / apartment for rent,Lekki Phase 1 Lekki,Apartment,40000000.0,5.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 bedroom terraced duplex for rent,Oniru Victoria Island (Vi),Duplex,25000000.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Lekki Phase 2 Lekki,Apartment,3800000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Falomo Ikoyi,Apartment,30000000.0,2.0,2.0,3.0,1,1,0,0,0,0,1,1,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Lekki Phase 2 Lekki,Apartment,4300000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0
2 bedroom flat / apartment for rent,Old Ikoyi Ikoyi,Apartment,18000000.0,2.0,2.0,2.0,1,1,0,0,0,0,1,1,0,0,0,0,0
3 bedroom house for rent,Victoria Island (Vi),Apartment,26000000.0,3.0,3.0,3.0,0,0,0,1,1,0,1,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Vgc Extension Lekki,Apartment,6000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Ikate Lekki,Apartment,145000000.0,2.0,2.0,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Surulere,Duplex,15000000.0,4.0,3.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0
3 bedroom house for rent,Igbo Efon Lekki,Apartment,7000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0
