title,area,property_type,price_annual,bedrooms,bathrooms,toilets,has_pool,has_gym,has_parking,has_bq,has_elevator,is_newly_built,is_furnished,is_serviced,has_security,has_generator,has_ac,has_wifi,has_water
6 bedroom detached duplex for rent,Ikeja Gra Ikeja,Duplex,50000000.0,6.0,7.0,8.0,0,0,0,1,0,0,0,0,1,0,0,0,0
3 bedroom flat / apartment for rent,Ikeja Gra Ikeja,Apartment,40000000.0,3.0,4.0,5.0,1,1,0,1,1,0,1,0,0,1,1,1,0
6 bedroom terraced duplex for rent,Ikeja Gra Ikeja,Duplex,25000000.0,6.0,5.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom detached duplex for rent,Ikeja Gra Ikeja,Duplex,40000000.0,4.0,5.0,6.0,1,1,0,1,0,0,0,0,0,0,0,0,0
8 bedroom detached duplex for rent,Ikeja Gra Ikeja,Duplex,70000000.0,8.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 bedroom detached duplex for rent,Ikeja Gra Ikeja,Duplex,65000000.0,8.0,8.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Ikeja Gra Ikeja,Apartment,25000000.0,3.0,3.0,4.0,1,1,0,1,1,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Ikeja Gra Ikeja,Duplex,25000000.0,4.0,5.0,6.0,1,1,0,1,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Lekki Phase 1 Lekki,Apartment,12000000.0,3.0,3.0,4.0,1,1,1,1,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Dolphin Estate Ikoyi Lagos. For Office Use Only Ikoyi,Duplex,25000000.0,4.0,4.0,6.0,0,0,0,0,0,0,1,1,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Lekki Phase 1 Lekki,Apartment,9000000.0,1.0,1.0,3.0,0,0,1,0,0,0,1,1,1,0,0,1,0
3 bedroom house for rent,Lekki Phase 1 Lekki,Apartment,25000000.0,3.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom detached duplex for rent,Ikeja Gra Ikeja,Duplex,30000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 bedroom terraced duplex for rent,Ikate Lekki,Duplex,19000000.0,3.0,3.0,5.0,0,0,0,0,0,1,1,1,1,1,0,1,0
2 bedroom flat / apartment for rent,Ikate Lekki,Apartment,11000000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,1,0,1,0,0,0
2 bedroom flat / apartment for rent,Ikate Lekki,Apartment,6000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Greenville Estate Badore Ajah,Apartment,3000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom terraced duplex for rent,Lekki Phase 2 Lekki,Duplex,4000000.0,2.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom terraced duplex for rent,Sangotedo Ajah,Duplex,6000000.0,3.0,3.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Lekki Phase 1 Lekki,Duplex,16000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
5 bedroom detached duplex for rent,Lekki Phase 1 Lekki,Duplex,50000000.0,5.0,5.0,6.0,0,0,0,0,0,0,1,0,1,0,0,0,1
Self contain (single rooms) for rent,Ikota Lekki,Apartment,1500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Ikota Lekki,Apartment,1400000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Victoria Island (Vi),Apartment,10000000.0,1.0,1.0,2.0,0,0,0,0,1,0,0,1,1,0,0,0,0
2 bedroom terraced duplex for rent,Lekki Phase 2 Lekki,Duplex,6000000.0,2.0,3.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Royal Garden Estate Ajah,Duplex,10500000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Parkview Ikoyi,Apartment,25000000.0,2.0,2.0,3.0,0,0,0,0,1,0,1,1,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Victoria Island (Vi),Duplex,40000000.0,4.0,4.0,5.0,1,0,1,1,0,1,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Lagos Nigeria. Lekki,Apartment,14000000.0,3.0,3.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Round About Lekki,Duplex,15000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
5 bedroom semi-detached duplex for rent,Orchid Road Lekki,Duplex,9000000.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Ikoyi,Duplex,50000000.0,4.0,4.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Akoka Yaba,Apartment,1200000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Ologolo Lekki,Apartment,8000000.0,2.0,2.0,3.0,0,0,1,0,0,0,1,1,1,0,0,0,0
1 bedroom flat / apartment for rent,Ologolo Lekki,Apartment,5000000.0,1.0,1.0,2.0,0,0,1,0,0,0,1,1,1,0,0,0,0
3 bedroom flat / apartment for rent,Surulere,Apartment,2500000.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Omole Phase 2 Ikeja,Apartment,10000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Lekki Phase 1 Lekki,Apartment,6000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Self contain (single rooms) for rent,Lekki Phase 1 Lekki,Apartment,2500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1 bedroom flat / apartment for rent,Ago Palace Isolo,Apartment,2500000.0,1.0,1.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0
3 bedroom flat / apartment for rent,Ago Palace Isolo,Apartment,4000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Ago Palace Isolo,Apartment,3500000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Ago Palace Isolo,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom house for rent,Sangotedo Ajah,Apartment,6000000.0,3.0,3.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Lekki Phase 1 Lekki,Duplex,25000000.0,4.0,4.0,5.0,1,1,0,1,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Lekki Right Lekki Phase 1 Lekki,Apartment,18000000.0,3.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0
1 bedroom house for rent,Ajah Ajah,Apartment,1000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom house for rent,Badore Ajah,Apartment,800000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Anthony Maryland,Apartment,10000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Lekki Right Lekki Phase 1 Lekki,Apartment,25000000.0,3.0,3.0,4.0,0,0,0,0,0,1,1,1,0,1,0,0,0
1 bedroom mini flat (room and parlour) for rent,Ikota Lekki,Apartment,4000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0
4 bedroom house for rent,Ikota Lekki,Apartment,10000000.0,4.0,5.0,5.0,0,0,0,0,0,0,1,1,0,0,0,0,0
1 bedroom detached duplex for rent,Agungi Lekki,Duplex,5000000.0,1.0,1.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0,0
1 bedroom mini flat (room and parlour) for rent,Osapa Lekki,Apartment,3500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Allen Ikeja,Duplex,18000000.0,4.0,5.0,5.0,0,0,1,1,0,1,0,0,1,0,0,0,0
4 bedroom terraced duplex for rent,Allen Ikeja,Duplex,15000000.0,4.0,5.0,5.0,0,0,1,1,0,1,0,0,1,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Lekki Phase 1 Lekki,Apartment,4700000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Lekki Phase 1 Lekki,Apartment,10000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Lekki Right Lekki Phase 1 Lekki,Apartment,16000000.0,3.0,3.0,4.0,0,0,0,1,0,0,0,1,0,1,0,0,0
5 bedroom detached duplex for rent,Parkview Ikoyi,Duplex,150000000.0,5.0,5.0,7.0,0,0,0,1,0,0,0,0,0,1,0,0,0
3 bedroom flat / apartment for rent,Ikoyi,Apartment,35000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Orchid Road Lekki,Duplex,10000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Victoria Island (Vi),Apartment,40000000.0,2.0,2.0,3.0,1,1,0,0,1,0,1,1,1,0,1,0,0
Self contain (single rooms) for rent,Chevron Lekki,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Self contain (single rooms) for rent,Osapa London Lekki,Apartment,3000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom house for rent,Ikate Lekki,Apartment,9000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Ikate Lekki,Apartment,6500000.0,2.0,3.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Ikate Lekki,Apartment,8000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom flat / apartment for rent,Banana Island Ikoyi,Apartment,45000000.0,4.0,4.0,5.0,0,0,1,1,0,0,0,0,0,0,0,0,1
3 bedroom flat / apartment for rent,By Chevron Toll Gate Lekki,Apartment,6000000.0,3.0,3.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Jakande Lekki,Apartment,10000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Shonibare Estate Maryland,Apartment,25000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Ikota Lekki,Duplex,15000000.0,4.0,4.0,5.0,0,0,0,1,1,1,0,1,0,0,0,0,0
5 bedroom detached duplex for rent,Gra Phase 1 Magodo,Duplex,12000000.0,5.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Sangotedo Ajah,Apartment,2500000.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Victoria Island (Vi),Apartment,50000000.0,3.0,3.0,4.0,1,1,0,1,1,0,0,1,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Gra Ogudu,Duplex,25000000.0,4.0,4.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Ikeja Gra Ikeja,Apartment,18000000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Ikate Lekki,Apartment,3000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom detached duplex for rent,Ikosi Ketu,Duplex,18000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,0,1,0,1,0
2 bedroom flat / apartment for rent,Sangotedo Ajah,Apartment,2800000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Nike Art Gallery Ikate Lekki Lekki,Apartment,10000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,1,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Ogba Ikeja,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Opic Isheri North,Apartment,4000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Gra Phase 2 Magodo,Apartment,8000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Off Glover Road Ikoyi,Apartment,50000000.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom terraced duplex for rent,Orchid Road Lekki,Duplex,5000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom flat / apartment for rent,Off Gerald Road Ikoyi Ikoyi,Apartment,60000000.0,4.0,4.0,5.0,1,1,1,0,1,0,1,1,1,0,0,0,0
4 bedroom house for rent,Gra Phase 2 Magodo,Apartment,20000000.0,4.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0
5 bedroom semi-detached duplex for rent,Ikeja Gra Ikeja,Duplex,30000000.0,5.0,5.0,6.0,0,0,0,1,0,1,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Parkview Ikoyi,Apartment,19999999.0,3.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Vgc Lekki,Duplex,8000000.0,4.0,4.0,5.0,1,1,1,0,0,0,0,1,0,0,0,0,0
6 bedroom detached duplex for rent,Parkview Ikoyi,Duplex,80000000.0,6.0,6.0,7.0,1,1,0,0,0,0,0,0,1,1,0,0,0
4 bedroom terraced duplex for rent,Ikota Lekki,Duplex,10000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Oniru Victoria Island (Vi),Apartment,10000000.0,2.0,2.0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Banana Island Ikoyi,Apartment,30000000.0,2.0,2.0,2.0,0,0,1,0,0,0,1,0,1,0,1,0,1
3 bedroom flat / apartment for rent,Old Ikoyi Ikoyi,Apartment,35000000.0,3.0,3.0,4.0,1,1,1,1,1,0,0,1,0,0,0,0,0
8 bedroom semi-detached bungalow for rent,Off Bishop Oluwole Street Victoria Island (Vi),Duplex,90000000.0,8.0,8.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Sangotedo Ajah,Apartment,3000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Gerard Road Ikoyi,Apartment,55000000.0,3.0,3.0,4.0,1,1,0,0,0,0,0,0,0,0,0,1,0
2 bedroom flat / apartment for rent,Ikota Lekki,Apartment,4500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Ikate Lekki,Apartment,12000000.0,2.0,2.0,3.0,1,0,0,0,1,1,0,0,1,0,1,0,0
1 bedroom mini flat (room and parlour) for rent,Soluyi Gbagada,Apartment,3000000.0,1.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Victory Villa Estate / Cm Ajah,Apartment,1800000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom house for rent,Gra Phase 2 Magodo,Apartment,8000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Akoka Yaba,Apartment,1600000.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Lekki Phase 1 Lekki,Apartment,17000000.0,2.0,2.0,3.0,0,1,0,0,1,1,0,1,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Lakowe Ibeju Lekki,Apartment,1200000.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Sangotedo Ajah,Apartment,1500000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Ogba Ikeja,Apartment,5000000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Sangotedo Ajah,Apartment,500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Anthony Maryland,Apartment,4800000.0,2.0,2.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Sangotedo Ajah,Apartment,2300000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom house for rent,Ikota Lekki,Apartment,9000000.0,4.0,4.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom terraced duplex for rent,Ikoyi,Duplex,65000000.0,3.0,3.0,4.0,1,0,0,1,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Ikeja,Apartment,25000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Ogudu,Duplex,15000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Gbagada,Duplex,15000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,0,1,1,0,0
4 bedroom detached duplex for rent,Estate Gbagada,Duplex,10000000.0,4.0,4.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Ikeja,Apartment,8000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Estate Magodo,Duplex,20000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom flat / apartment for rent,Victoria Island (Vi),Apartment,30000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Lekki,Apartment,20000000.0,3.0,3.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Vi Victoria Island (Vi),Apartment,35000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0
17 bedroom detached duplex for rent,Lekki Phase 1 Lekki,Duplex,95000000.0,8.0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Old Ikoyi Ikoyi,Duplex,65000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Opposite Chevron Lekki,Duplex,10000000.0,4.0,4.0,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0
4 bedroom detached duplex for rent,Orchid Road Royal Pine Estate Lekki,Duplex,10000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Parkview Ikoyi,Duplex,35000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Victoria Island (Vi),Apartment,35000000.0,2.0,2.0,3.0,1,1,0,1,1,0,0,1,0,0,1,0,0
4 bedroom semi-detached duplex for rent,Orchid Road Lekki Lagos Lekki,Duplex,9000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom terraced duplex for rent,Lekki Phase 2 Lekki,Duplex,9000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Lekki Phase 1 Lekki,Apartment,15000000.0,1.0,1.0,1.0,1,0,0,0,1,0,1,1,1,0,0,0,0
4 bedroom flat / apartment for rent,Girald Road Old Ikoyi,Apartment,60000000.0,4.0,4.0,5.0,1,1,1,0,1,0,1,1,1,0,0,0,0
Self contain (single rooms) for rent,Osapa Lekki,Apartment,2200000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Off Allen Avenue Ikeja,Apartment,5000000.0,2.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom detached duplex for rent,Chevron Conservation Lekki,Duplex,9000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,1,0,0,0,0
4 bedroom terraced duplex for rent,Osapa Lekki,Duplex,12000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 bedroom detached duplex for rent,Ikota Lekki,Duplex,12000000.0,5.0,5.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Abraham Adesanya Ajah,Apartment,3500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Vgc Lekki,Duplex,12000000.0,4.0,4.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Banana Island Ikoyi,Apartment,50000000.0,3.0,3.0,4.0,1,1,1,1,1,0,0,0,1,0,0,0,0
4 bedroom flat / apartment for rent,Old Ikoyi Ikoyi,Apartment,45000000.0,4.0,4.0,5.0,1,1,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Abraham Adesanya Ajah,Apartment,5000000.0,3.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0
5 bedroom semi-detached duplex for rent,Lekki Phase 1 Lekki,Duplex,20000000.0,5.0,5.0,6.0,0,0,0,1,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Oral Estate Lekki,Apartment,8000000.0,3.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Old Ikoyi Ikoyi,Duplex,50000000.0,4.0,5.0,5.0,1,1,0,1,0,0,1,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Ikoyi,Duplex,40000000.0,4.0,4.0,5.0,1,1,1,0,0,0,0,1,1,0,0,0,0
1 bedroom flat / apartment for rent,Osapa Lekki,Apartment,3000000.0,1.0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Sangotedo Ajah,Apartment,4000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0
5 bedroom detached duplex for rent,Lekki Phase 1 Lekki,Duplex,100000000.0,5.0,6.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Right Hand Side Lekki,Apartment,20000000.0,3.0,3.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom house for rent,Gra Phase 2 Magodo,Apartment,7000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Ikota Lekki,Apartment,8000000.0,3.0,3.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Orchid Road Victoria Bay Estate Lekki,Apartment,4800000.0,1.0,1.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Banana Island Ikoyi,Apartment,70000000.0,3.0,3.0,4.0,1,1,0,1,1,0,0,1,1,0,0,0,0
3 bedroom house for rent,Ikoyi,Apartment,60000000.0,3.0,3.0,4.0,1,1,0,0,1,0,1,1,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Adeniyi Jones Ikeja,Duplex,27000000.0,4.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 bedroom house for rent,Off Adeola Odeku Victoria Island (Vi),Apartment,120000000.0,8.0,8.0,10.0,0,0,0,1,0,0,0,0,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Platinum Way Lekki,Duplex,18000000.0,4.0,4.0,5.0,0,0,1,1,0,0,1,1,0,1,1,0,0
3 bedroom flat / apartment for rent,In Secured Gra Estate Magodo Phase 2 Magodo,Apartment,8000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom house for rent,Sangotedo Ajah,Apartment,8000000.0,4.0,4.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom flat / apartment for rent,Banana Island Road Ikoyi,Apartment,46999999.0,4.0,4.0,5.0,1,1,1,0,1,0,0,1,1,0,0,0,0
3 bedroom flat / apartment for rent,Olugbosi Close Victoria Island (Vi),Apartment,35000000.0,3.0,3.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Ikate Lekki,Apartment,7000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0
3 bedroom terraced duplex for rent,Sangotedo Ajah,Duplex,5000000.0,3.0,3.0,4.0,0,0,0,1,0,1,0,1,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Sangotedo Ajah,Duplex,6000000.0,4.0,5.0,6.0,0,0,0,1,0,1,0,0,1,1,0,0,0
Self contain (single rooms) for rent,Ajah,Apartment,3500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,1,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Lekki Phase 1 Lekki,Apartment,5500000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0
3 bedroom flat / apartment for rent,Ologolo Lekki,Apartment,10000000.0,3.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Bakare Estate Agungi/Chevron Lekki,Apartment,5500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,1,1,1,0,0
6 bedroom house for rent,Victoria Island (Vi),Apartment,80000000.0,6.0,6.0,7.0,0,0,1,1,0,0,0,0,1,1,0,0,0
2 bedroom flat / apartment for rent,Ajah,Apartment,3500000.0,2.0,2.0,3.0,0,0,0,1,0,0,0,1,1,0,0,0,0
3 bedroom flat / apartment for rent,Adeniyi Jones Ikeja,Apartment,16000000.0,3.0,3.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0
Self contain (single rooms) for rent,Yaba Gra Yaba,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Ogombo Ajah,Apartment,2000000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,By U3 Estate Lekki Right Lekki,Apartment,20000000.0,3.0,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Oniru Victoria Island (Vi),Apartment,10000000.0,3.0,3.0,4.0,1,0,1,0,1,0,1,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Bourdillon Ikoyi,Apartment,18000000.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
